text,label
"(['Attention Deficit Hyperactivity Disorder (ADHD) is one of the most prevalent neuropsychiatric disorders in childhood and adolescence and its diagnosis is based on clinical interviews, symptom questionnaires, and neuropsychological testing. Much research effort has been undertaken to evaluate the usefulness of neurophysiological (EEG) data to aid this diagnostic process. In the current study, we applied deep learning methods on event-related EEG data to examine whether it is possible to distinguish ADHD patients from healthy controls using purely neurophysiological measures. The same was done to distinguish between ADHD subtypes. The results show that the applied deep learning model (""EEGNet"") was able to distinguish between both ADHD subtypes and healthy controls with an accuracy of up to 83%. However, a significant fraction of individuals could not be classified correctly. It is shown that neurophysiological processes indicating attentional selection associated with superior parietal cortical areas were the most important for that. Using the applied deep learning method, it was not possible to distinguish ADHD subtypes from each other. This is the first study showing that deep learning methods applied to EEG data are able to dissociate between ADHD patients and healthy controls. The results show that the applied method reflects a promising means to support clinical diagnosis in ADHD. However, more work needs to be done to increase the reliability of the taken approach.'], 'Deep Learning Based on Event-Related EEG Differentiates Children with ADHD from Healthy Controls.')",deep_learning
"([""What is memory? How does the brain process the sensory information and modify an organism's behavior? Many neuroscientists have focused on the activity- and experience-dependent modifications of synaptic functions in order to solve these fundamental questions in neuroscience. Recently, the plasticity of intrinsic excitability (called intrinsic plasticity) has emerged as an important element for information processing and storage in the brain. As the cerebellar Purkinje cells are the sole output neurons in the cerebellar cortex and the information is conveyed from a neuron to its relay neurons by forms of action potential firing, the modulation of the intrinsic firing activity may play a critical role in the cerebellar learning. Many voltage-gated and/or Ca2+-activated ion channels are involved in shaping the spiking output as well as integrating synaptic inputs to finely tune the cerebellar output. Recent studies suggested that the modulation of the intrinsic excitability and its plasticity in the cerebellar Purkinje cells might function as an integrator for information processing and memory formation. Moreover, the intrinsic plasticity might also determine the strength of connectivity to the sub-cortical areas such as deep cerebellar nuclei and vestibular nuclei to trigger the consolidation of the cerebellar-dependent memory by transferring the information.""], 'The Emerging Concept of Intrinsic Plasticity: Activity-dependent Modulation of Intrinsic Excitability in Cerebellar Purkinje Cells and Motor Learning.')",deep_learning
"(['To investigate the feasibility of a deep learning-based detection (DLD) system for multiclass lesions on chest radiograph, in comparison with observers.'], 'Deep learning-based detection system for multiclass lesions on chest radiographs: comparison with observer readings.')",deep_learning
"(['The growing interests in multiway data analysis and deep learning have drawn tensor factorization (TF) and neural network (NN) as the crucial topics. Conventionally, the NN model is estimated from a set of one-way observations. Such a vectorized NN is not generalized for learning the representation from multiway observations. The classification performance using vectorized NN is constrained, because the temporal or spatial information in neighboring ways is disregarded. More parameters are required to learn the complicated data structure. This paper presents a new tensor-factorized NN (TFNN), which tightly integrates TF and NN for multiway feature extraction and classification under a unified discriminative objective. This TFNN is seen as a generalized NN, where the affine transformation in an NN is replaced by the multilinear and multiway factorization for tensor-based NN. The multiway information is preserved through layerwise factorization. Tucker decomposition and nonlinear activation are performed in each hidden layer. The tensor-factorized error backpropagation is developed to train TFNN with the limited parameter size and computation time. This TFNN can be further extended to realize the convolutional TFNN (CTFNN) by looking at small subtensors through the factorized convolution. Experiments on real-world classification tasks demonstrate that TFNN and CTFNN attain substantial improvement when compared with an NN and a convolutional NN, respectively.'], 'Tensor-Factorized Neural Networks.')",deep_learning
"(['Highly accurate classification of biomedical images is an essential task in the clinical diagnosis of numerous medical diseases identified from those images. Traditional image classification methods combined with hand-crafted image feature descriptors and various classifiers are not able to effectively improve the accuracy rate and meet the high requirements of classification of biomedical images. The same also holds true for artificial neural network models directly trained with limited biomedical images used as training data or directly used as a black box to extract the deep features based on another distant dataset. In this study, we propose a highly reliable and accurate end-to-end classifier for all kinds of biomedical images via deep learning and transfer learning.'], 'A novel end-to-end classifier using domain transferred deep convolutional neural networks for biomedical images.')",deep_learning
"(['Planning of radiotherapy involves accurate segmentation of a large number of organs at risk (OAR), i.e., organs for which irradiation doses should be minimized to avoid important side effects of the therapy. We propose a deep learning method for segmentation of OAR inside the head, from magnetic resonance images (MRIs). Our system performs segmentation of eight structures: eye, lens, optic nerve, optic chiasm, pituitary gland, hippocampus, brainstem, and brain. We propose an efficient algorithm to train neural networks for an end-to-end segmentation of multiple and nonexclusive classes, addressing problems related to computational costs and missing ground truth segmentations for a subset of classes. We enforce anatomical consistency of the result in a postprocessing step. In particular, we introduce a graph-based algorithm for segmentation of the optic nerves, enforcing the connectivity between the eyes and the optic chiasm. We report cross-validated quantitative results on a database of 44 contrast-enhanced T1-weighted MRIs with provided segmentations of the considered OAR, which were originally used for radiotherapy planning. In addition, the segmentations produced by our model on an independent test set of 50 MRIs were evaluated by an experienced radiotherapist in order to qualitatively assess their accuracy. The mean distances between produced segmentations and the ground truth ranged from 0.1 to 0.7\xa0mm across different organs. A vast majority (96%) of the produced segmentations were found acceptable for radiotherapy planning.'], 'Anatomically consistent CNN-based segmentation of organs-at-risk in cranial radiotherapy.')",deep_learning
"(['Rotating machinery usually suffers from a type of fault, where the fault feature extracted in the frequency domain is significant, while the fault feature extracted in the time domain is insignificant. For this type of fault, a deep learning-based fault diagnosis method developed in the frequency domain can reach high accuracy performance without real-time performance, whereas a deep learning-based fault diagnosis method developed in the time domain obtains real-time diagnosis with lower diagnosis accuracy. In this paper, a multimodal feature fusion-based deep learning method for accurate and real-time online diagnosis of rotating machinery is proposed. The proposed method can directly extract the potential frequency of abnormal features involved in the time domain data. Firstly, multimodal features corresponding to the original data, the slope data, and the curvature data are firstly extracted by three separate deep neural networks. Then, a multimodal feature fusion is developed to obtain a new fused feature that can characterize the potential frequency feature involved in the time domain data. Lastly, the fused new feature is used as the input of the Softmax classifier to achieve a real-time online diagnosis result from the frequency-type fault data. A simulation experiment and a case study of the bearing fault diagnosis confirm the high efficiency of the method proposed in this paper.'], 'A Multimodal Feature Fusion-Based Deep Learning Method for Online Fault Diagnosis of Rotating Machinery.')",deep_learning
"(['Inspired by the success of deep learning techniques in the physical and chemical sciences, we apply a modification of an autoencoder type deep neural network to the task of dimension reduction of molecular dynamics data. We can show that our time-lagged autoencoder reliably finds low-dimensional embeddings for high-dimensional feature spaces which capture the slow dynamics of the underlying stochastic processes-beyond the capabilities of linear dimension reduction techniques.'], 'Time-lagged autoencoders: Deep learning of slow collective variables for molecular kinetics.')",deep_learning
"(['Experiment 1 examined the time course of orthographic learning among Grade 3 children. A single encounter with a novel orthographic string was sufficient to produce reliable recall of orthographic detail. Moreover, newly acquired orthographic information was retained 1 month later. These data support the logistic learning functions featured in contemporary connectionist models of reading rather than a ""threshold"" model of orthographic learning. Experiments 2 and 3 examined self-teaching among novice readers. In contrast to the findings from less regular orthographies such as English and Dutch, beginning readers of a highly regular orthography (Hebrew) appear to be relatively insensitive to word-specific orthographic detail, reading in a nonlexical ""surface"" fashion. These results suggest fundamental differences between shallow and deep orthographies in the development of orthographic sensitivity.'], 'Orthographic learning at a glance: on the time course and developmental onset of self-teaching.')",deep_learning
"([], 'Artificial intelligence in stroke care: Deep learning or superficial insight?')",deep_learning
"(['Rain streaks, particularly in heavy rain, not only degrade visibility but also make many computer vision algorithms fail to function properly. In this paper, we address this visibility problem by focusing on single-image rain removal, even in the presence of dense rain streaks and rain-streak accumulation, which is visually similar to mist or fog. To achieve this, we introduce a new rain model and a deep learning architecture. Our rain model incorporates a binary rain map indicating rain-streak regions, and accommodates various shapes, directions, and sizes of overlapping rain streaks, as well as rain accumulation, to model heavy rain. Based on this model, we construct a multi-task deep network, which jointly learns three targets: the binary rain-streak map, rain streak layers, and clean background, which is our ultimate output. To generate features that can be invariant to rain steaks, we introduce a contextual dilated network, which is able to exploit regional contextual information. To handle various shapes and directions of overlapping rain streaks, our strategy is to utilize a recurrent process that progressively removes rain streaks. Our binary map provides a constraint and thus additional information to train our network. Extensive evaluation on real images, particularly in heavy rain, shows the effectiveness of our model and architecture.'], 'Joint Rain Detection and Removal from a Single Image with Contextualized Deep Networks.')",deep_learning
"(['To evaluate the efficacy of a deep-learning model to segment the lung and thorax regions in pediatric chest X-rays (CXRs). Validating the diagnosis of bacterial or viral pneumonia could be improved after lung segmentation.'], 'Using deep-learning techniques for pulmonary-thoracic segmentations and improvement of pneumonia diagnosis in pediatric chest radiographs.')",deep_learning
"([""Many studies have explored approaches to learning in medical school, mostly in the classroom setting. In the clinical setting, students face different conditions that may affect their learning. Understanding students' approaches to learning is important to improve learning in the clinical setting. The aim of this study was to evaluate the Study Process Questionnaire (SPQ) as an instrument for measuring clinical learning in medical education and also to show whether learning approaches vary between rotations.""], ""Measuring students' approaches to learning in different clinical rotations."")",deep_learning
"(['Canonical π-helices are short, relatively unstable secondary structure elements found in proteins. They comprise seven or more residues and are present in 15% of all known protein structures, often in functionally important regions such as ligand- and ion-binding sites. Given their similarity to α-helices, the prediction of π-helices is a challenging task and none of the currently available secondary structure prediction methods tackle it. Here, we present PiPred, a neural network-based tool for predicting π-helices in protein sequences. By performing a rigorous benchmark we show that PiPred can detect π-helices with a per-residue precision of 48% and sensitivity of 46%. Interestingly, some of the α-helices mispredicted by PiPred as π-helices exhibit a geometry characteristic of π-helices. Also, despite being trained only with canonical π-helices, PiPred can identify 6-residue-long α/π-bulges. These observations suggest an even higher effective precision of the method and demonstrate that π-helices, α/π-bulges, and other helical deformations may impose similar constraints on sequences. PiPred is freely accessible at: https://toolkit.tuebingen.mpg.de/#/tools/quick2d . A standalone version is available for download at: https://github.com/labstructbioinf/PiPred , where we also provide the CB6133, CB513, CASP10, and CASP11 datasets, commonly used for training and validation of secondary structure prediction methods, with correctly annotated π-helices.'], 'PiPred - a deep-learning method for prediction of π-helices in protein sequences.')",deep_learning
"([""Face symmetrization has extensive applications in both medical and academic fields, such as facial disorder diagnosis. Human face possesses an important characteristic, which is as known as symmetry. However, in many scenarios, the perfect symmetry doesn't exist in human faces, which yields a large number of studies around this topic. For example, facial palsy evaluation, facial beauty evaluation based on facial symmetry analysis, and many among others. Currently, there are still very limited researches dedicated for automatic facial symmetrization. Most of the existing studies only utilized their own implantations for facial symmetrization to assist their interdisciplinary academic researches. Limitations thus can be noticed in their methods, such as the requirements for manual interventions. Furthermore, most existing methods utilize facial landmark detection algorithms for automatic facial symmetrization. Though accuracies of the landmark detection algorithms are promising, the uncontrolled conditions in the facial images can still negatively impact the performance of the symmetrical face production. To this end, this paper presents a joint-loss enhanced deep generative network model for automatic facial symmetrization, which is achieved by a full facial image analysis. The joint-loss consists of a pair of adversarial losses and an identity loss. The adversarial losses try to make the generated symmetrical face as realistic as possible, while the identity loss helps to constrain the output to have the same identity of the person in the original input as much as possible. Rather than an end-to-end learning strategy, the proposed model is constructed by a multi-stage training process, which avoids the demand for a large size of the symmetrical face as training data. Experiments are conducted with comparisons with several existing methods based on some of the most popular facial landmark detection algorithms. Competitive results of the proposed method are demonstrated.""], 'A hierarchically trained generative network for robust facial symmetrization.')",deep_learning
"(['The etiological underpinnings of many CNS disorders are not well understood. This is likely due to the fact that individual diseases aggregate numerous pathological subtypes, each associated with a complex landscape of genetic risk factors. To overcome these challenges, researchers are integrating novel data types from numerous patients, including imaging studies capturing broadly applicable features from patient-derived materials. These datasets, when combined with machine learning, potentially hold the power to elucidate the subtle patterns that stratify patients by shared pathology. In this study, we interrogated whether high-content imaging of primary skin fibroblasts, using the Cell Painting method, could reveal disease-relevant information among patients. First, we showed that technical features such as batch/plate type, plate, and location within a plate lead to detectable nuisance signals, as revealed by a pre-trained deep neural network and analysis with deep image embeddings. Using a plate design and image acquisition strategy that accounts for these variables, we performed a pilot study with 12 healthy controls and 12 subjects affected by the severe genetic neurological disorder spinal muscular atrophy (SMA), and evaluated whether a convolutional neural network (CNN) generated using a subset of the cells could distinguish disease states on cells from the remaining unseen control-SMA pair. Our results indicate that these two populations could effectively be differentiated from one another and that model selectivity is insensitive to batch/plate type. One caveat is that the samples were also largely separated by source. These findings lay a foundation for how to conduct future studies exploring diseases with more complex genetic contributions and unknown subtypes.'], 'Applying Deep Neural Network Analysis to High-Content Image-Based Assays.')",deep_learning
"(['Female Culicoides sonorensis biting midges are vectors of epizootic hemorrhagic disease virus (EHDV), which causes morbidity and mortality in wild and domesticated ruminants. The aims in this study were to identify key changes in female midge transcriptome profiles occurring during early infection with EHDV-2. Midges were fed either negative control bloodmeals or bloodmeals containing EHDV-2 and transcriptomes were acquired at 36 h through deep sequencing. Reads were de novo assembled into a transcriptome comprised of 18,754 unigenes. Overall, there were 2401 differentially expressed unigenes and ~60% were downregulated in response to the virus (953 up; 1448 down). Downstream Gene Ontology enrichment, KEGG pathway mapping, and manual analyses were used to identify the effect of virus ingestion at both the gene and pathway levels. Downregulated unigenes were predominantly assigned to pathways related to cell/tissue structure and integrity (actin cytoskeleton, adherens junction, focal adhesion, hippo signaling), calcium signaling, eye morphogenesis and axon guidance. Unigenes attributed to sensory functions (especially vision), behavior, learning and memory were largely downregulated. Upregulated unigenes included those coding for innate immune processes, olfaction and photoreceptor pigments. Our results suggest that midges respond to virus infection as soon as 36 h post-ingestion, and that EHDV-2 may have a significant phenotypic effect on sensory and neural tissues.'], 'Transcriptome Response of Female Culicoides sonorensis Biting Midges (Diptera: Ceratopogonidae) to Early Infection with Epizootic Hemorrhagic Disease Virus (EHDV-2).')",deep_learning
"(['Deep learning based methods have improved the estimation of tissue microstructure from diffusion magnetic resonance imaging\xa0(dMRI) scans acquired with a reduced number of diffusion gradients. These methods learn the mapping from diffusion signals in a voxel or patch to tissue microstructure measures. In particular, it is beneficial to exploit the sparsity of diffusion signals jointly in the spatial and angular domains, and the deep network can be designed by unfolding iterative processes that adaptively incorporate historical information for sparse reconstruction. However, the number of network parameters is huge in such a network design, which could increase the difficulty of network training and limit the estimation performance. In addition, existing deep learning based approaches to tissue microstructure estimation do not provide the important information about the uncertainty of estimates. In this work, we continue the exploration of tissue microstructure estimation using a deep network and seek to address these limitations. First, we explore the sparse representation of diffusion signals with a separable spatial-angular dictionary and design an improved deep network for tissue microstructure estimation. The procedure for updating the sparse code associated with the separable dictionary is derived and unfolded to construct the deep network. Second, with the formulation of sparse representation of diffusion signals, we propose to quantify the uncertainty of network outputs with a residual bootstrap strategy. Specifically, because of the sparsity constraint in the signal representation, we perform a Lasso bootstrap strategy for uncertainty quantification. Experiments were performed on brain dMRI scans with a reduced number of diffusion gradients, where the proposed method was applied to two representative biophysical models for describing tissue microstructure and compared with state-of-the-art methods of tissue microstructure estimation. The results show that our approach compares favorably with the competing methods in terms of estimation accuracy. In addition, the uncertainty measures provided by our method correlate with estimation errors and produce reasonable confidence intervals; these results suggest potential application of the proposed uncertainty quantification method in brain studies.'], 'An improved deep network for tissue microstructure estimation with uncertainty quantification.')",deep_learning
"(['Artificial intelligence, such as convolutional neural networks (CNNs), has been used in the interpretation of images and the diagnosis of hepatocellular cancer (HCC) and liver masses. CNN, a machine-learning algorithm similar to deep learning, has demonstrated its capability to recognise specific features that can detect pathological lesions.'], 'Deep learning with convolutional neural networks for identification of liver masses and hepatocellular carcinoma: A systematic review.')",deep_learning
"([""Pathologists face a substantial increase in workload and complexity of histopathologic cancer diagnosis due to the advent of personalized medicine. Therefore, diagnostic protocols have to focus equally on efficiency and accuracy. In this paper we introduce 'deep learning' as a technique to improve the objectivity and efficiency of histopathologic slide analysis. Through two examples, prostate cancer identification in biopsy specimens and breast cancer metastasis detection in sentinel lymph nodes, we show the potential of this new methodology to reduce the workload for pathologists, while at the same time increasing objectivity of diagnoses. We found that all slides containing prostate cancer and micro- and macro-metastases of breast cancer could be identified automatically while 30-40% of the slides containing benign and normal tissue could be excluded without the use of any additional immunohistochemical markers or human intervention. We conclude that 'deep learning' holds great promise to improve the efficacy of prostate cancer diagnosis and breast cancer staging.""], 'Deep learning as a tool for increased accuracy and efficiency of histopathological diagnosis.')",deep_learning
"(['Visual inspection of tumour tissues does not reveal the complex metabolic changes that differentiate cancer and its sub-types from healthy tissues. Mass spectrometry imaging, which quantifies the underlying chemistry, represents a powerful tool for the molecular exploration of tumour tissues. A 3-dimensional topological description of the chemical properties of the tumour permits the formulation of hypotheses about the biological composition and interactions and the possible causes of its heterogeneous structure. The large amount of information contained in such datasets requires powerful tools for its analysis, visualisation and interpretation. Linear methods for unsupervised dimensionality reduction, such as PCA, are inadequate to capture the complex non-linear relationships present in these data. For this reason, a deep unsupervised neural network based technique, parametric t-SNE, is adopted to map a 3D-DESI-MS dataset from a human colorectal adenocarcinoma biopsy onto a 2-dimensional manifold. This technique allows the identification of clusters not visible with linear methods. The unsupervised clustering of the tumour tissue results in the identification of sub-regions characterised by the abundance of identified metabolites, making possible the formulation of hypotheses to account for their significance and the underlying biological heterogeneity in the tumour.'], 'Deep learning and 3D-DESI imaging reveal the hidden metabolic heterogeneity of cancer.')",deep_learning
"([""Unplanned readmission of a hospitalized patient is an indicator of patients' exposure to risk and an avoidable waste of medical resources. In addition to hospital readmission, intensive care unit (ICU) readmission brings further financial risk, along with morbidity and mortality risks. Identification of high-risk patients who are likely to be readmitted can provide significant benefits for both patients and medical providers. The emergence of machine learning solutions to detect hidden patterns in complex, multi-dimensional datasets provides unparalleled opportunities for developing an efficient discharge decision-making support system for physicians and ICU specialists.""], 'Analysis and prediction of unplanned intensive care unit readmission using recurrent neural networks with long short-term memory.')",deep_learning
"(['This study aimed to assess the potential of state-of-the-art ultrasound analysis techniques to non-invasively diagnose axillary lymph nodes involvement in breast cancer. After exclusion criteria, 105 patients were selected from two different hospitals. The 118 lymph node ultrasound images taken from these patients were divided into 53 cases and 65 controls, which made up the study series. The clinical outcome of each node was verified by ultrasound-guided fine needle aspiration, core needle biopsy or surgical biopsy. The achieved accuracy of the proposed method was 86.4%, with 84.9% sensitivity and 87.7% specificity. When tested on breast cancer patients only, the proposed method improved the accuracy of the sonographic assessment of axillary lymph nodes performed by expert radiologists by 9% (87.0% vs 77.9%). In conclusion, the results demonstrate the potential of ultrasound image analysis to detect the microstructural and compositional changes that occur in lymph nodes because of metastatic involvement.'], 'Quantitative Ultrasound Image Analysis of Axillary Lymph Nodes to Diagnose Metastatic Involvement in Breast Cancer.')",deep_learning
